ID,mang_presence,salt_presence,seag_presence,cluster_5,hex_5,cluster_18,hex_18
43862,0,1,0,2,#eead0e,12,#6959CD
43863,0,1,0,2,#eead0e,12,#6959CD
43986,0,1,0,4,#6ca6cd,11,#4876FF
44019,0,1,0,1,#cd2626,13,#EEAEEE
44020,0,1,0,1,#cd2626,13,#EEAEEE
44021,0,1,0,1,#cd2626,13,#EEAEEE
44221,0,1,0,2,#eead0e,15,#B452CD
44222,0,1,0,2,#eead0e,12,#6959CD
44381,0,1,0,1,#cd2626,13,#EEAEEE
44382,0,1,1,2,#eead0e,13,#EEAEEE
44383,0,1,1,2,#eead0e,13,#EEAEEE
44581,0,1,0,2,#eead0e,12,#6959CD
44700,0,1,0,4,#6ca6cd,11,#4876FF
44701,0,1,0,4,#6ca6cd,11,#4876FF
44702,0,1,0,4,#6ca6cd,1,#FF3030
44743,0,1,1,2,#eead0e,13,#EEAEEE
44744,0,1,1,2,#eead0e,13,#EEAEEE
44853,0,1,1,3,#43cd80,3,#EE7600
44854,0,1,1,5,#b452cd,3,#EE7600
44940,0,1,0,2,#eead0e,12,#6959CD
44941,0,1,0,2,#eead0e,12,#6959CD
45059,0,1,0,4,#6ca6cd,11,#4876FF
45060,0,1,0,4,#6ca6cd,11,#4876FF
45103,0,1,1,1,#cd2626,13,#EEAEEE
45104,0,1,1,2,#eead0e,13,#EEAEEE
45105,0,1,1,2,#eead0e,13,#EEAEEE
45300,0,1,0,2,#eead0e,14,#9F79EE
45301,0,1,0,2,#eead0e,14,#9F79EE
45418,0,1,0,4,#6ca6cd,13,#EEAEEE
45419,0,1,0,4,#6ca6cd,13,#EEAEEE
45464,0,1,1,2,#eead0e,13,#EEAEEE
45465,0,1,1,1,#cd2626,13,#EEAEEE
45533,0,1,0,1,#cd2626,18,#FF6A6A
45534,0,1,0,2,#eead0e,17,#EE799F
45535,0,1,1,1,#cd2626,17,#EE799F
45575,0,1,0,3,#43cd80,17,#EE799F
45576,0,1,0,2,#eead0e,17,#EE799F
45577,0,1,0,3,#43cd80,17,#EE799F
45661,0,1,0,2,#eead0e,12,#6959CD
45662,0,1,0,2,#eead0e,12,#6959CD
45663,0,1,0,2,#eead0e,15,#B452CD
45778,0,1,1,2,#eead0e,12,#6959CD
45779,0,1,0,4,#6ca6cd,13,#EEAEEE
45824,0,1,1,2,#eead0e,12,#6959CD
45825,0,1,1,1,#cd2626,18,#FF6A6A
45892,0,1,0,1,#cd2626,18,#FF6A6A
45893,0,1,0,1,#cd2626,17,#EE799F
45894,0,1,0,2,#eead0e,12,#6959CD
45900,0,1,1,2,#eead0e,17,#EE799F
45913,0,1,1,2,#eead0e,5,#EEAD0E
45916,0,1,1,2,#eead0e,17,#EE799F
45928,0,1,0,2,#eead0e,14,#9F79EE
45929,0,1,0,2,#eead0e,18,#FF6A6A
46018,0,1,0,2,#eead0e,18,#FF6A6A
46019,0,1,0,2,#eead0e,15,#B452CD
46020,0,1,0,2,#eead0e,15,#B452CD
46022,0,1,0,2,#eead0e,12,#6959CD
46023,0,1,0,2,#eead0e,15,#B452CD
46137,0,1,0,4,#6ca6cd,11,#4876FF
46138,0,1,1,2,#eead0e,12,#6959CD
46139,0,1,0,4,#6ca6cd,12,#6959CD
46183,0,1,1,2,#eead0e,12,#6959CD
46184,0,1,1,2,#eead0e,13,#EEAEEE
46185,0,1,1,2,#eead0e,18,#FF6A6A
46186,0,1,0,2,#eead0e,17,#EE799F
46251,0,1,0,2,#eead0e,12,#6959CD
46252,0,1,0,2,#eead0e,12,#6959CD
46260,0,1,1,2,#eead0e,17,#EE799F
46269,0,1,1,2,#eead0e,17,#EE799F
46270,0,1,1,2,#eead0e,17,#EE799F
46276,0,1,1,2,#eead0e,14,#9F79EE
46287,0,1,1,2,#eead0e,17,#EE799F
46288,0,1,0,2,#eead0e,14,#9F79EE
46378,0,1,0,2,#eead0e,14,#9F79EE
46379,0,1,0,2,#eead0e,14,#9F79EE
46380,0,1,0,2,#eead0e,15,#B452CD
46497,0,1,0,4,#6ca6cd,11,#4876FF
46544,0,1,1,2,#eead0e,12,#6959CD
46545,0,1,1,2,#eead0e,12,#6959CD
46546,0,1,1,2,#eead0e,17,#EE799F
46611,0,1,0,2,#eead0e,14,#9F79EE
46620,0,1,1,2,#eead0e,17,#EE799F
46623,0,1,1,2,#eead0e,18,#FF6A6A
46624,0,1,1,2,#eead0e,17,#EE799F
46625,0,1,1,2,#eead0e,18,#FF6A6A
46629,0,1,1,2,#eead0e,17,#EE799F
46630,0,1,1,2,#eead0e,17,#EE799F
46639,0,1,1,2,#eead0e,17,#EE799F
46640,0,1,1,2,#eead0e,17,#EE799F
46641,0,1,1,2,#eead0e,17,#EE799F
46647,0,1,1,2,#eead0e,17,#EE799F
46738,0,1,0,2,#eead0e,12,#6959CD
46739,0,1,0,2,#eead0e,15,#B452CD
46740,0,1,0,2,#eead0e,12,#6959CD
46742,0,1,0,2,#eead0e,15,#B452CD
46744,0,1,0,2,#eead0e,15,#B452CD
46745,0,1,0,2,#eead0e,15,#B452CD
46856,0,1,1,4,#6ca6cd,13,#EEAEEE
46906,0,1,1,2,#eead0e,17,#EE799F
46907,0,1,1,2,#eead0e,17,#EE799F
46908,0,1,1,3,#43cd80,17,#EE799F
46972,0,1,0,2,#eead0e,12,#6959CD
46981,0,1,1,2,#eead0e,17,#EE799F
46989,0,1,1,2,#eead0e,17,#EE799F
46990,0,1,1,2,#eead0e,17,#EE799F
46997,0,1,1,3,#43cd80,17,#EE799F
46998,0,1,1,2,#eead0e,17,#EE799F
46999,0,1,1,2,#eead0e,17,#EE799F
47000,0,1,1,1,#cd2626,17,#EE799F
47006,0,1,1,3,#43cd80,3,#EE7600
47007,0,1,0,2,#eead0e,14,#9F79EE
47008,0,1,0,2,#eead0e,17,#EE799F
47009,0,1,0,2,#eead0e,17,#EE799F
47010,0,1,0,2,#eead0e,17,#EE799F
47101,0,1,0,2,#eead0e,12,#6959CD
47102,0,1,0,2,#eead0e,15,#B452CD
47103,0,1,0,2,#eead0e,15,#B452CD
47105,0,1,0,2,#eead0e,14,#9F79EE
47216,0,1,0,4,#6ca6cd,1,#FF3030
47267,0,1,1,2,#eead0e,17,#EE799F
47268,0,1,1,2,#eead0e,17,#EE799F
47269,0,1,1,2,#eead0e,17,#EE799F
47270,0,1,1,3,#43cd80,3,#EE7600
47271,0,1,1,3,#43cd80,3,#EE7600
47332,0,1,0,2,#eead0e,17,#EE799F
47343,0,1,1,2,#eead0e,17,#EE799F
47350,0,1,1,2,#eead0e,17,#EE799F
47356,0,1,0,3,#43cd80,17,#EE799F
47360,0,1,1,1,#cd2626,17,#EE799F
47376,0,1,0,3,#43cd80,3,#EE7600
47377,0,1,0,3,#43cd80,3,#EE7600
47378,0,1,0,3,#43cd80,3,#EE7600
47462,0,1,0,2,#eead0e,15,#B452CD
47576,0,1,0,4,#6ca6cd,1,#FF3030
47629,0,1,0,3,#43cd80,3,#EE7600
47630,0,1,1,3,#43cd80,3,#EE7600
47691,0,1,0,2,#eead0e,13,#EEAEEE
47692,0,1,0,2,#eead0e,17,#EE799F
47703,0,1,0,2,#eead0e,18,#FF6A6A
47704,0,1,1,2,#eead0e,17,#EE799F
47709,0,1,1,2,#eead0e,14,#9F79EE
47710,0,1,1,2,#eead0e,17,#EE799F
47711,0,1,1,2,#eead0e,17,#EE799F
47712,0,1,1,2,#eead0e,17,#EE799F
47719,0,1,0,2,#eead0e,17,#EE799F
47936,0,1,0,4,#6ca6cd,16,#FF3E96
47990,0,1,1,3,#43cd80,17,#EE799F
47991,0,1,1,3,#43cd80,17,#EE799F
47994,0,1,0,1,#cd2626,6,#EEDC82
47995,0,1,0,1,#cd2626,18,#FF6A6A
47996,0,1,0,3,#43cd80,1,#FF3030
48052,0,1,0,2,#eead0e,18,#FF6A6A
48053,0,1,0,2,#eead0e,12,#6959CD
48054,0,1,0,2,#eead0e,13,#EEAEEE
48055,0,1,0,2,#eead0e,14,#9F79EE
48056,0,1,0,2,#eead0e,17,#EE799F
48057,0,1,0,2,#eead0e,14,#9F79EE
48058,0,1,0,2,#eead0e,17,#EE799F
48063,0,1,0,2,#eead0e,17,#EE799F
48064,0,1,1,2,#eead0e,17,#EE799F
48065,0,1,1,2,#eead0e,17,#EE799F
48066,0,1,1,2,#eead0e,17,#EE799F
48067,0,1,1,2,#eead0e,17,#EE799F
48078,0,1,0,2,#eead0e,17,#EE799F
48089,0,1,0,3,#43cd80,17,#EE799F
48296,0,1,1,4,#6ca6cd,11,#4876FF
48297,0,1,0,4,#6ca6cd,1,#FF3030
48351,0,1,1,3,#43cd80,17,#EE799F
48352,0,1,1,2,#eead0e,17,#EE799F
48353,0,1,1,1,#cd2626,18,#FF6A6A
48354,0,1,1,1,#cd2626,18,#FF6A6A
48355,0,1,0,1,#cd2626,3,#EE7600
48356,0,1,0,3,#43cd80,17,#EE799F
48357,0,1,0,3,#43cd80,3,#EE7600
48358,0,1,0,3,#43cd80,3,#EE7600
48419,0,1,1,2,#eead0e,12,#6959CD
48420,0,1,0,2,#eead0e,18,#FF6A6A
48433,0,1,0,1,#cd2626,18,#FF6A6A
48436,0,1,1,2,#eead0e,18,#FF6A6A
48449,0,1,0,5,#b452cd,8,#43CD80
48656,0,1,0,4,#6ca6cd,11,#4876FF
48657,0,1,1,4,#6ca6cd,11,#4876FF
48713,0,1,1,3,#43cd80,17,#EE799F
48714,0,1,0,3,#43cd80,3,#EE7600
48715,0,1,0,3,#43cd80,3,#EE7600
48716,0,1,0,2,#eead0e,17,#EE799F
48717,0,1,0,3,#43cd80,17,#EE799F
48718,0,1,0,3,#43cd80,17,#EE799F
48719,0,1,0,3,#43cd80,1,#FF3030
48720,0,1,0,3,#43cd80,17,#EE799F
48721,0,1,0,1,#cd2626,18,#FF6A6A
48779,0,1,0,2,#eead0e,12,#6959CD
48780,0,1,0,2,#eead0e,12,#6959CD
48793,0,1,1,2,#eead0e,17,#EE799F
48794,0,1,1,2,#eead0e,17,#EE799F
49016,0,1,0,4,#6ca6cd,11,#4876FF
49017,0,1,0,4,#6ca6cd,11,#4876FF
49075,0,1,0,1,#cd2626,18,#FF6A6A
49076,0,1,0,1,#cd2626,16,#FF3E96
49077,0,1,0,1,#cd2626,4,#EEC900
49078,0,1,0,1,#cd2626,4,#EEC900
49079,0,1,0,1,#cd2626,18,#FF6A6A
49080,0,1,0,1,#cd2626,18,#FF6A6A
49081,0,1,0,3,#43cd80,5,#EEAD0E
49138,0,1,0,2,#eead0e,12,#6959CD
49139,0,1,0,2,#eead0e,12,#6959CD
49376,0,1,0,4,#6ca6cd,11,#4876FF
49377,0,1,0,4,#6ca6cd,11,#4876FF
49378,0,1,1,4,#6ca6cd,11,#4876FF
49434,0,1,0,1,#cd2626,4,#EEC900
49435,0,1,0,1,#cd2626,16,#FF3E96
49436,0,1,0,3,#43cd80,5,#EEAD0E
49440,0,1,0,1,#cd2626,18,#FF6A6A
49496,0,1,1,2,#eead0e,12,#6959CD
49497,0,1,1,2,#eead0e,12,#6959CD
49498,0,1,1,2,#eead0e,12,#6959CD
49499,0,1,0,2,#eead0e,13,#EEAEEE
49735,0,1,1,4,#6ca6cd,11,#4876FF
49736,0,1,1,4,#6ca6cd,11,#4876FF
49737,0,1,1,4,#6ca6cd,11,#4876FF
49738,0,1,1,4,#6ca6cd,11,#4876FF
49794,0,1,0,1,#cd2626,4,#EEC900
49796,0,1,0,1,#cd2626,18,#FF6A6A
49856,0,1,1,2,#eead0e,12,#6959CD
49857,0,1,1,2,#eead0e,12,#6959CD
49858,0,1,1,2,#eead0e,12,#6959CD
49859,0,1,1,2,#eead0e,12,#6959CD
50093,0,1,1,4,#6ca6cd,1,#FF3030
50094,0,1,1,4,#6ca6cd,11,#4876FF
50095,0,1,1,4,#6ca6cd,11,#4876FF
50096,0,1,1,4,#6ca6cd,11,#4876FF
50097,0,1,1,4,#6ca6cd,11,#4876FF
50098,0,1,1,4,#6ca6cd,11,#4876FF
50219,0,1,0,2,#eead0e,12,#6959CD
50220,0,1,0,2,#eead0e,12,#6959CD
50221,0,1,0,2,#eead0e,12,#6959CD
50452,0,1,1,4,#6ca6cd,10,#6CA6CD
50453,0,1,1,4,#6ca6cd,11,#4876FF
50454,0,1,1,4,#6ca6cd,11,#4876FF
50455,0,1,1,4,#6ca6cd,11,#4876FF
50456,0,1,1,4,#6ca6cd,11,#4876FF
50575,0,1,1,2,#eead0e,12,#6959CD
50576,0,1,1,2,#eead0e,12,#6959CD
50577,0,1,1,2,#eead0e,12,#6959CD
50578,0,1,1,2,#eead0e,12,#6959CD
50579,0,1,1,2,#eead0e,12,#6959CD
50580,0,1,0,2,#eead0e,17,#EE799F
50581,0,1,0,2,#eead0e,18,#FF6A6A
50582,0,1,0,2,#eead0e,12,#6959CD
50809,0,1,0,4,#6ca6cd,10,#6CA6CD
50812,0,1,1,4,#6ca6cd,10,#6CA6CD
50813,0,1,1,4,#6ca6cd,1,#FF3030
50814,0,1,0,4,#6ca6cd,11,#4876FF
50815,0,1,0,4,#6ca6cd,11,#4876FF
50930,0,1,0,2,#eead0e,18,#FF6A6A
50931,0,1,0,2,#eead0e,18,#FF6A6A
50932,0,1,0,2,#eead0e,17,#EE799F
50933,0,1,0,2,#eead0e,12,#6959CD
50935,0,1,1,2,#eead0e,14,#9F79EE
50936,0,1,1,2,#eead0e,12,#6959CD
50937,0,1,0,2,#eead0e,12,#6959CD
50938,0,1,1,2,#eead0e,12,#6959CD
50940,0,1,0,2,#eead0e,18,#FF6A6A
50941,0,1,0,2,#eead0e,12,#6959CD
50942,0,1,0,2,#eead0e,12,#6959CD
50943,0,1,0,2,#eead0e,12,#6959CD
50944,0,1,0,2,#eead0e,12,#6959CD
50945,0,1,0,2,#eead0e,12,#6959CD
51168,0,1,1,4,#6ca6cd,10,#6CA6CD
51169,0,1,1,4,#6ca6cd,10,#6CA6CD
51170,0,1,0,4,#6ca6cd,1,#FF3030
51171,0,1,0,4,#6ca6cd,10,#6CA6CD
51172,0,1,1,4,#6ca6cd,11,#4876FF
51173,0,1,0,4,#6ca6cd,11,#4876FF
51174,0,1,0,4,#6ca6cd,11,#4876FF
51290,0,1,0,2,#eead0e,12,#6959CD
51291,0,1,0,2,#eead0e,12,#6959CD
51292,0,1,0,2,#eead0e,12,#6959CD
51293,0,1,0,2,#eead0e,12,#6959CD
51294,0,1,0,2,#eead0e,12,#6959CD
51296,0,1,1,2,#eead0e,12,#6959CD
51297,0,1,0,2,#eead0e,12,#6959CD
51300,0,1,0,2,#eead0e,17,#EE799F
51301,0,1,1,2,#eead0e,12,#6959CD
51302,0,1,1,2,#eead0e,12,#6959CD
51305,0,1,0,1,#cd2626,18,#FF6A6A
51306,0,1,0,2,#eead0e,18,#FF6A6A
51527,0,1,0,4,#6ca6cd,10,#6CA6CD
51528,0,1,1,4,#6ca6cd,11,#4876FF
51529,0,1,1,4,#6ca6cd,10,#6CA6CD
51530,0,1,1,4,#6ca6cd,11,#4876FF
51531,0,1,0,4,#6ca6cd,10,#6CA6CD
51532,0,1,1,4,#6ca6cd,1,#FF3030
51533,0,1,0,4,#6ca6cd,10,#6CA6CD
51650,0,1,0,2,#eead0e,18,#FF6A6A
51651,0,1,0,2,#eead0e,12,#6959CD
51652,0,1,0,2,#eead0e,13,#EEAEEE
51654,0,1,0,2,#eead0e,12,#6959CD
51656,0,1,1,2,#eead0e,12,#6959CD
51657,0,1,1,2,#eead0e,12,#6959CD
51658,0,1,0,2,#eead0e,12,#6959CD
51660,0,1,0,2,#eead0e,12,#6959CD
51661,0,1,0,2,#eead0e,12,#6959CD
51665,0,1,0,2,#eead0e,12,#6959CD
51666,0,1,0,2,#eead0e,12,#6959CD
51667,0,1,1,2,#eead0e,12,#6959CD
51668,0,1,1,2,#eead0e,12,#6959CD
51669,0,1,1,2,#eead0e,12,#6959CD
51670,0,1,0,2,#eead0e,12,#6959CD
51671,0,1,0,2,#eead0e,14,#9F79EE
51887,0,1,1,4,#6ca6cd,10,#6CA6CD
51888,0,1,1,4,#6ca6cd,11,#4876FF
51889,0,1,0,4,#6ca6cd,10,#6CA6CD
51890,0,1,1,4,#6ca6cd,11,#4876FF
51891,0,1,0,4,#6ca6cd,11,#4876FF
51892,0,1,0,4,#6ca6cd,11,#4876FF
52010,0,1,0,2,#eead0e,18,#FF6A6A
52011,0,1,0,2,#eead0e,12,#6959CD
52012,0,1,0,2,#eead0e,14,#9F79EE
52013,0,1,0,2,#eead0e,12,#6959CD
52014,0,1,1,2,#eead0e,14,#9F79EE
52015,0,1,1,2,#eead0e,12,#6959CD
52016,0,1,1,2,#eead0e,12,#6959CD
52017,0,1,1,2,#eead0e,12,#6959CD
52018,0,1,0,2,#eead0e,12,#6959CD
52019,0,1,0,2,#eead0e,12,#6959CD
52029,0,1,1,2,#eead0e,12,#6959CD
52030,0,1,1,2,#eead0e,13,#EEAEEE
52031,0,1,1,2,#eead0e,13,#EEAEEE
52032,0,1,1,2,#eead0e,13,#EEAEEE
52033,0,1,1,1,#cd2626,13,#EEAEEE
52247,0,1,0,4,#6ca6cd,1,#FF3030
52248,0,1,0,4,#6ca6cd,11,#4876FF
52249,0,1,0,4,#6ca6cd,1,#FF3030
52250,0,1,0,4,#6ca6cd,11,#4876FF
52251,0,1,0,4,#6ca6cd,11,#4876FF
52372,0,1,0,2,#eead0e,17,#EE799F
52373,0,1,1,2,#eead0e,12,#6959CD
52374,0,1,1,2,#eead0e,12,#6959CD
52377,0,1,0,2,#eead0e,12,#6959CD
52378,0,1,0,1,#cd2626,18,#FF6A6A
52379,0,1,1,2,#eead0e,17,#EE799F
52389,0,1,1,2,#eead0e,12,#6959CD
52390,0,1,1,2,#eead0e,13,#EEAEEE
52391,0,1,1,2,#eead0e,13,#EEAEEE
52392,0,1,1,2,#eead0e,13,#EEAEEE
52393,0,1,1,2,#eead0e,13,#EEAEEE
52395,0,1,0,2,#eead0e,18,#FF6A6A
52586,0,1,0,4,#6ca6cd,11,#4876FF
52587,0,1,0,4,#6ca6cd,1,#FF3030
52605,0,1,0,4,#6ca6cd,1,#FF3030
52606,0,1,0,4,#6ca6cd,11,#4876FF
52607,0,1,0,4,#6ca6cd,11,#4876FF
52608,0,1,0,4,#6ca6cd,11,#4876FF
52609,0,1,0,4,#6ca6cd,11,#4876FF
52734,0,1,1,2,#eead0e,18,#FF6A6A
52735,0,1,1,2,#eead0e,18,#FF6A6A
52737,0,1,1,2,#eead0e,12,#6959CD
52749,0,1,1,2,#eead0e,12,#6959CD
52750,0,1,1,2,#eead0e,13,#EEAEEE
52751,0,1,1,2,#eead0e,13,#EEAEEE
52753,0,1,1,2,#eead0e,13,#EEAEEE
52755,0,1,0,2,#eead0e,13,#EEAEEE
52756,0,1,0,2,#eead0e,12,#6959CD
52757,0,1,0,2,#eead0e,12,#6959CD
52946,0,1,0,4,#6ca6cd,11,#4876FF
52947,0,1,0,4,#6ca6cd,11,#4876FF
52948,0,1,0,4,#6ca6cd,11,#4876FF
52964,0,1,0,4,#6ca6cd,11,#4876FF
52965,0,1,0,4,#6ca6cd,11,#4876FF
52966,0,1,0,4,#6ca6cd,11,#4876FF
52967,0,1,0,4,#6ca6cd,11,#4876FF
52968,0,1,0,4,#6ca6cd,11,#4876FF
53093,0,1,1,2,#eead0e,12,#6959CD
53094,0,1,1,2,#eead0e,18,#FF6A6A
53095,0,1,1,2,#eead0e,14,#9F79EE
53096,0,1,1,2,#eead0e,12,#6959CD
53097,0,1,1,2,#eead0e,12,#6959CD
53098,0,1,0,2,#eead0e,17,#EE799F
53109,0,1,1,2,#eead0e,13,#EEAEEE
53110,0,1,1,2,#eead0e,13,#EEAEEE
53111,0,1,1,2,#eead0e,13,#EEAEEE
53112,0,1,1,2,#eead0e,18,#FF6A6A
53113,0,1,0,2,#eead0e,12,#6959CD
53117,0,1,0,2,#eead0e,13,#EEAEEE
53119,0,1,0,2,#eead0e,18,#FF6A6A
53124,0,1,0,2,#eead0e,17,#EE799F
53127,0,1,0,2,#eead0e,18,#FF6A6A
53299,0,1,0,4,#6ca6cd,1,#FF3030
53300,0,1,0,4,#6ca6cd,11,#4876FF
53301,0,1,0,4,#6ca6cd,1,#FF3030
53302,0,1,0,4,#6ca6cd,11,#4876FF
53303,0,1,0,4,#6ca6cd,11,#4876FF
53304,0,1,0,4,#6ca6cd,11,#4876FF
53307,0,1,0,4,#6ca6cd,1,#FF3030
53308,0,1,0,4,#6ca6cd,11,#4876FF
53309,0,1,0,4,#6ca6cd,1,#FF3030
53323,0,1,0,4,#6ca6cd,1,#FF3030
53324,0,1,0,4,#6ca6cd,11,#4876FF
53325,0,1,0,4,#6ca6cd,11,#4876FF
53326,0,1,0,4,#6ca6cd,11,#4876FF
53327,0,1,0,4,#6ca6cd,2,#CD2626
53454,0,1,0,2,#eead0e,18,#FF6A6A
53456,0,1,0,2,#eead0e,17,#EE799F
53472,0,1,1,2,#eead0e,12,#6959CD
53477,0,1,0,2,#eead0e,12,#6959CD
53478,0,1,0,2,#eead0e,12,#6959CD
53479,0,1,0,2,#eead0e,13,#EEAEEE
53483,0,1,0,1,#cd2626,13,#EEAEEE
53656,0,1,0,2,#eead0e,2,#CD2626
53657,0,1,0,2,#eead0e,2,#CD2626
53658,0,1,0,2,#eead0e,17,#EE799F
53659,0,1,0,4,#6ca6cd,11,#4876FF
53660,0,1,0,4,#6ca6cd,1,#FF3030
53662,0,1,0,4,#6ca6cd,11,#4876FF
53666,0,1,0,4,#6ca6cd,11,#4876FF
53667,0,1,0,4,#6ca6cd,11,#4876FF
53668,0,1,0,4,#6ca6cd,11,#4876FF
53669,0,1,0,4,#6ca6cd,11,#4876FF
53670,0,1,0,4,#6ca6cd,11,#4876FF
53671,0,1,0,4,#6ca6cd,11,#4876FF
53672,0,1,0,4,#6ca6cd,1,#FF3030
53673,0,1,0,4,#6ca6cd,11,#4876FF
53676,0,1,0,4,#6ca6cd,10,#6CA6CD
53677,0,1,0,4,#6ca6cd,10,#6CA6CD
53679,0,1,0,4,#6ca6cd,11,#4876FF
53680,0,1,0,4,#6ca6cd,11,#4876FF
53681,0,1,0,4,#6ca6cd,11,#4876FF
53682,0,1,0,4,#6ca6cd,11,#4876FF
53683,0,1,0,4,#6ca6cd,1,#FF3030
53685,0,1,0,4,#6ca6cd,11,#4876FF
53838,0,1,0,2,#eead0e,14,#9F79EE
53839,0,1,0,2,#eead0e,14,#9F79EE
53840,0,1,0,2,#eead0e,18,#FF6A6A
53844,0,1,0,2,#eead0e,17,#EE799F
54016,0,1,0,2,#eead0e,2,#CD2626
54017,0,1,0,4,#6ca6cd,1,#FF3030
54018,0,1,0,2,#eead0e,17,#EE799F
54028,0,1,0,4,#6ca6cd,11,#4876FF
54029,0,1,0,4,#6ca6cd,11,#4876FF
54030,0,1,0,4,#6ca6cd,11,#4876FF
54031,0,1,0,4,#6ca6cd,11,#4876FF
54032,0,1,0,4,#6ca6cd,11,#4876FF
54033,0,1,0,4,#6ca6cd,11,#4876FF
54034,0,1,0,4,#6ca6cd,11,#4876FF
54035,0,1,0,4,#6ca6cd,11,#4876FF
54036,0,1,0,4,#6ca6cd,11,#4876FF
54037,0,1,0,4,#6ca6cd,1,#FF3030
54198,0,1,0,2,#eead0e,17,#EE799F
54199,0,1,0,2,#eead0e,18,#FF6A6A
54200,0,1,0,1,#cd2626,18,#FF6A6A
54201,0,1,0,1,#cd2626,18,#FF6A6A
54202,0,1,0,2,#eead0e,17,#EE799F
54203,0,1,0,2,#eead0e,12,#6959CD
54204,0,1,0,2,#eead0e,13,#EEAEEE
54205,0,1,0,2,#eead0e,17,#EE799F
54206,0,1,0,2,#eead0e,17,#EE799F
54207,0,1,0,2,#eead0e,17,#EE799F
54208,0,1,0,3,#43cd80,17,#EE799F
54374,0,1,0,4,#6ca6cd,1,#FF3030
54375,0,1,0,4,#6ca6cd,2,#CD2626
54376,0,1,0,4,#6ca6cd,2,#CD2626
54389,0,1,0,4,#6ca6cd,11,#4876FF
54390,0,1,0,4,#6ca6cd,11,#4876FF
54391,0,1,0,4,#6ca6cd,11,#4876FF
54392,0,1,0,4,#6ca6cd,11,#4876FF
54393,0,1,0,4,#6ca6cd,11,#4876FF
54394,0,1,1,4,#6ca6cd,11,#4876FF
54558,0,1,0,2,#eead0e,14,#9F79EE
54562,0,1,0,2,#eead0e,12,#6959CD
54735,0,1,0,1,#cd2626,1,#FF3030
54736,0,1,0,2,#eead0e,11,#4876FF
54918,0,1,0,2,#eead0e,14,#9F79EE
54919,0,1,0,2,#eead0e,14,#9F79EE
54922,0,1,0,2,#eead0e,14,#9F79EE
55096,0,1,0,4,#6ca6cd,2,#CD2626
55097,0,1,0,4,#6ca6cd,1,#FF3030
55098,0,1,0,4,#6ca6cd,1,#FF3030
55279,0,1,0,2,#eead0e,14,#9F79EE
55280,0,1,0,2,#eead0e,14,#9F79EE
55281,0,1,0,2,#eead0e,18,#FF6A6A
55282,0,1,0,2,#eead0e,14,#9F79EE
55283,0,1,0,2,#eead0e,17,#EE799F
55454,0,1,0,4,#6ca6cd,2,#CD2626
55455,0,1,0,4,#6ca6cd,11,#4876FF
55456,0,1,0,4,#6ca6cd,11,#4876FF
55457,0,1,0,4,#6ca6cd,1,#FF3030
55458,0,1,0,4,#6ca6cd,1,#FF3030
55459,0,1,0,4,#6ca6cd,2,#CD2626
55597,0,1,0,2,#eead0e,14,#9F79EE
55598,0,1,0,2,#eead0e,15,#B452CD
55599,0,1,0,2,#eead0e,14,#9F79EE
55605,0,1,0,2,#eead0e,14,#9F79EE
55606,0,1,0,2,#eead0e,14,#9F79EE
55641,0,1,0,2,#eead0e,14,#9F79EE
55642,0,1,0,1,#cd2626,18,#FF6A6A
55645,0,1,0,2,#eead0e,18,#FF6A6A
55646,0,1,0,2,#eead0e,17,#EE799F
55812,0,1,0,4,#6ca6cd,1,#FF3030
55813,0,1,0,4,#6ca6cd,2,#CD2626
55814,0,1,0,4,#6ca6cd,1,#FF3030
55957,0,1,0,2,#eead0e,14,#9F79EE
55959,0,1,0,2,#eead0e,15,#B452CD
55962,0,1,0,2,#eead0e,14,#9F79EE
55967,0,1,0,2,#eead0e,14,#9F79EE
56002,0,1,0,2,#eead0e,18,#FF6A6A
56003,0,1,0,2,#eead0e,18,#FF6A6A
56004,0,1,0,2,#eead0e,14,#9F79EE
56005,0,1,0,5,#b452cd,8,#43CD80
56006,0,1,0,1,#cd2626,18,#FF6A6A
56178,0,1,0,3,#43cd80,1,#FF3030
56179,0,1,0,3,#43cd80,2,#CD2626
56535,0,1,0,4,#6ca6cd,1,#FF3030
56536,0,1,0,1,#cd2626,1,#FF3030
56537,0,1,0,3,#43cd80,2,#CD2626
56538,0,1,0,3,#43cd80,2,#CD2626
56539,0,1,0,4,#6ca6cd,1,#FF3030
56894,0,1,0,2,#eead0e,2,#CD2626
56895,0,1,0,1,#cd2626,1,#FF3030
56896,0,1,0,4,#6ca6cd,1,#FF3030
57129,0,1,0,5,#b452cd,9,#AEEEEE
57222,0,1,0,5,#b452cd,9,#AEEEEE
57230,0,1,0,5,#b452cd,9,#AEEEEE
57231,0,1,0,5,#b452cd,9,#AEEEEE
57257,0,1,0,5,#b452cd,2,#CD2626
57258,0,1,0,5,#b452cd,2,#CD2626
57275,0,1,0,4,#6ca6cd,9,#AEEEEE
57276,0,1,0,4,#6ca6cd,9,#AEEEEE
57278,0,1,0,5,#b452cd,9,#AEEEEE
57279,0,1,0,5,#b452cd,9,#AEEEEE
57580,0,1,0,5,#b452cd,9,#AEEEEE
57581,0,1,0,5,#b452cd,9,#AEEEEE
57582,0,1,0,5,#b452cd,9,#AEEEEE
57587,0,1,0,5,#b452cd,9,#AEEEEE
